"Date","HBName","BNFcompound","StandardisedQuantityPrescribedPerMonth","month"
2022-08-01,"Orkney","Carbamazepine",53.9336061846294,8
2022-09-01,"Orkney","Carbamazepine",53.1332423829013,9
2022-10-01,"Orkney","Carbamazepine",47.8944974988631,10
2022-11-01,"Orkney","Carbamazepine",49.8590268303774,11
2022-12-01,"Orkney","Carbamazepine",56.2073669849932,12
2023-01-01,"Orkney","Carbamazepine",51.2596634834015,1
2023-02-01,"Orkney","Carbamazepine",40.3274215552524,2
2023-03-01,"Orkney","Carbamazepine",47.2032742155525,3
2023-04-01,"Orkney","Carbamazepine",47.512505684402,4
2023-05-01,"Orkney","Carbamazepine",41.2914961346066,5
2023-06-01,"Orkney","Carbamazepine",48.6221009549795,6
2023-07-01,"Orkney","Carbamazepine",56.2619372442019,7
2023-08-01,"Orkney","Carbamazepine",40.0909504320146,8
2023-09-01,"Orkney","Carbamazepine",52.4602091859936,9
2023-10-01,"Orkney","Carbamazepine",40.8731241473397,10
2023-11-01,"Orkney","Carbamazepine",49.2951341518872,11
2023-12-01,"Orkney","Carbamazepine",52.7694406548431,12
2024-01-01,"Orkney","Carbamazepine",33.706230104593,1
2024-02-01,"Orkney","Carbamazepine",73.306048203729,2
2024-03-01,"Orkney","Carbamazepine",47.112323783538,3
2024-04-01,"Orkney","Carbamazepine",62.9013187812642,4
2024-05-01,"Orkney","Carbamazepine",28.5675306957708,5
2024-06-01,"Orkney","Carbamazepine",61.6825829922692,6
2024-07-01,"Orkney","Carbamazepine",43.7653478854025,7
2024-08-01,"Orkney","Carbamazepine",57.6807639836289,8
2024-09-01,"Orkney","Carbamazepine",53.3697135061392,9
2024-10-01,"Orkney","Carbamazepine",45.8572078217371,10
2024-11-01,"Orkney","Carbamazepine",50.7412460209186,11
2024-12-01,"Orkney","Carbamazepine",63.0832196452933,12
2019-01-01,"Shetland","Carbamazepine",64.7063083942927,1
2019-02-01,"Shetland","Carbamazepine",60.256391685377,2
2019-03-01,"Shetland","Carbamazepine",71.6593032519736,3
2019-04-01,"Shetland","Carbamazepine",61.6469906569132,4
2019-05-01,"Shetland","Carbamazepine",69.1822988339248,5
2019-06-01,"Shetland","Carbamazepine",57.3882813065836,6
2019-07-01,"Shetland","Carbamazepine",57.2144564351416,7
2019-08-01,"Shetland","Carbamazepine",70.6424277540378,8
2019-09-01,"Shetland","Carbamazepine",67.3310639530673,9
2019-10-01,"Shetland","Carbamazepine",66.9138842616064,10
2019-11-01,"Shetland","Carbamazepine",72.1633953791555,11
2019-12-01,"Shetland","Carbamazepine",61.7686680669226,12
2020-01-01,"Shetland","Carbamazepine",63.7937278192221,1
2020-02-01,"Shetland","Carbamazepine",61.9164192076483,2
2020-03-01,"Shetland","Carbamazepine",80.1245744912001,3
2020-04-01,"Shetland","Carbamazepine",60.4736727746795,4
2020-05-01,"Shetland","Carbamazepine",55.2589266314188,5
2020-06-01,"Shetland","Carbamazepine",69.3561237053668,6
2020-07-01,"Shetland","Carbamazepine",57.4056637937278,7
2020-08-01,"Shetland","Carbamazepine",70.1383356268559,8
2020-09-01,"Shetland","Carbamazepine",70.9640037662056,9
2020-10-01,"Shetland","Carbamazepine",60.9343086840009,10
2020-11-01,"Shetland","Carbamazepine",56.6755993336713,11
2020-12-01,"Shetland","Carbamazepine",86.5039472731223,12
2021-01-01,"Shetland","Carbamazepine",58.0488158180633,1
2021-02-01,"Shetland","Carbamazepine",63.0636633591656,2
2021-03-01,"Shetland","Carbamazepine",68.7129716810314,3
2021-04-01,"Shetland","Carbamazepine",70.829289490838,4
2021-05-01,"Shetland","Carbamazepine",62.2640689505323,5
2021-06-01,"Shetland","Carbamazepine",62.2684145723184,6
2021-07-01,"Shetland","Carbamazepine",64.2717462156877,7
2021-08-01,"Shetland","Carbamazepine",66.444557108713,8
2021-09-01,"Shetland","Carbamazepine",55.3458390671399,9
2021-10-01,"Shetland","Carbamazepine",66.6444557108713,10
2021-11-01,"Shetland","Carbamazepine",76.9001231259506,11
2021-12-01,"Shetland","Carbamazepine",69.0693126674875,12
2022-01-01,"Shetland","Carbamazepine",58.9613963931339,1
2022-02-01,"Shetland","Carbamazepine",70.3469254725864,2
2022-03-01,"Shetland","Carbamazepine",66.2185847758383,3
2022-04-01,"Shetland","Carbamazepine",67.3397551966394,4
2022-05-01,"Shetland","Carbamazepine",70.8684000869124,5
2022-06-01,"Shetland","Carbamazepine",61.6817556312016,6
2022-07-01,"Shetland","Carbamazepine",63.2983269356124,7
2022-08-01,"Shetland","Carbamazepine",77.8387774317375,8
2022-09-01,"Shetland","Carbamazepine",74.5882523357717,9
2022-10-01,"Shetland","Carbamazepine",66.6531469544434,10
2022-11-01,"Shetland","Carbamazepine",75.7876439487217,11
2022-12-01,"Shetland","Carbamazepine",74.7446947200695,12
2023-01-01,"Shetland","Carbamazepine",60.9951473890056,1
2023-02-01,"Shetland","Carbamazepine",61.9685666690809,2
2023-03-01,"Shetland","Carbamazepine",70.2600130368654,3
2023-04-01,"Shetland","Carbamazepine",74.7968421815021,4
2023-05-01,"Shetland","Carbamazepine",63.098428333454,5
2023-06-01,"Shetland","Carbamazepine",72.033026725574,6
2023-07-01,"Shetland","Carbamazepine",61.6904468747737,7
2023-08-01,"Shetland","Carbamazepine",62.8550735134352,8
2023-09-01,"Shetland","Carbamazepine",75.8571738972985,9
2023-10-01,"Shetland","Carbamazepine",71.007459984066,10
2023-11-01,"Shetland","Carbamazepine",71.8939668284204,11
2023-12-01,"Shetland","Carbamazepine",66.0708336351126,12
2024-01-01,"Shetland","Carbamazepine",65.6101977257913,1
2024-02-01,"Shetland","Carbamazepine",79.8464546968929,2
2024-03-01,"Shetland","Carbamazepine",70.0079669732744,3
2024-04-01,"Shetland","Carbamazepine",63.7676540885058,4
2024-05-01,"Shetland","Carbamazepine",66.3837184037083,5
2024-06-01,"Shetland","Carbamazepine",60.777866299703,6
2024-07-01,"Shetland","Carbamazepine",63.263561961324,7
2024-08-01,"Shetland","Carbamazepine",73.241109582096,8
2024-09-01,"Shetland","Carbamazepine",74.1363076700224,9
2024-10-01,"Shetland","Carbamazepine",61.5861519519084,10
2024-11-01,"Shetland","Carbamazepine",73.5626855942638,11
2024-12-01,"Shetland","Carbamazepine",69.3561237053668,12
2019-01-01,"Tayside","Carbamazepine",56.753877914963,1
2019-02-01,"Tayside","Carbamazepine",52.5678986560846,2
2019-03-01,"Tayside","Carbamazepine",56.4143243872854,3
2019-04-01,"Tayside","Carbamazepine",59.2175086555223,4
2019-05-01,"Tayside","Carbamazepine",56.8153301147911,5
2019-06-01,"Tayside","Carbamazepine",56.808341433242,6
2019-07-01,"Tayside","Carbamazepine",57.8959248756898,7
2019-08-01,"Tayside","Carbamazepine",59.5394699848177,8
2019-09-01,"Tayside","Carbamazepine",53.4954653899604,9
2019-10-01,"Tayside","Carbamazepine",61.9416485255488,10
2019-11-01,"Tayside","Carbamazepine",55.9950034943408,11
2019-12-01,"Tayside","Carbamazepine",61.0650268702756,12
2020-01-01,"Tayside","Carbamazepine",55.103585113305,1
2020-02-01,"Tayside","Carbamazepine",54.2044550836633,2
2020-03-01,"Tayside","Carbamazepine",62.6253343722638,3
2020-04-01,"Tayside","Carbamazepine",54.7999389494485,4
2020-05-01,"Tayside","Carbamazepine",56.5769919750657,5
2020-06-01,"Tayside","Carbamazepine",55.9778932739965,6
2020-07-01,"Tayside","Carbamazepine",56.6210929655305,7
2020-08-01,"Tayside","Carbamazepine",57.8029031143814,8
2020-09-01,"Tayside","Carbamazepine",54.6661900439403,9
2020-10-01,"Tayside","Carbamazepine",58.9369974374834,10
2020-11-01,"Tayside","Carbamazepine",53.3501490115434,11
2020-12-01,"Tayside","Carbamazepine",62.8807827323335,12
2021-01-01,"Tayside","Carbamazepine",52.9585418557761,1
2021-02-01,"Tayside","Carbamazepine",51.3728341111923,2
2021-03-01,"Tayside","Carbamazepine",55.496156225148,3
2021-04-01,"Tayside","Carbamazepine",57.9934290327504,4
2021-05-01,"Tayside","Carbamazepine",55.6530400764738,5
2021-06-01,"Tayside","Carbamazepine",55.2355266011712,6
2021-07-01,"Tayside","Carbamazepine",55.0657498373324,7
2021-08-01,"Tayside","Carbamazepine",54.3078393727859,8
2021-09-01,"Tayside","Carbamazepine",56.8989533043611,9
2021-10-01,"Tayside","Carbamazepine",53.9398491408741,10
2021-11-01,"Tayside","Carbamazepine",54.7856723995277,11
2021-12-01,"Tayside","Carbamazepine",62.0512985291637,12
2022-01-01,"Tayside","Carbamazepine",50.1134254982448,1
2022-02-01,"Tayside","Carbamazepine",53.8516471599444,2
2022-03-01,"Tayside","Carbamazepine",51.8846947874075,3
2022-04-01,"Tayside","Carbamazepine",56.0952549262172,4
2022-05-01,"Tayside","Carbamazepine",54.8247608183987,5
2022-06-01,"Tayside","Carbamazepine",56.0933270140657,6
2022-07-01,"Tayside","Carbamazepine",53.5720998979813,7
2022-08-01,"Tayside","Carbamazepine",56.0003052527573,8
2022-09-01,"Tayside","Carbamazepine",53.1643464779455,9
2022-10-01,"Tayside","Carbamazepine",55.852337995132,10
2022-11-01,"Tayside","Carbamazepine",53.606079349651,11
2022-12-01,"Tayside","Carbamazepine",59.3059516254709,12
2023-01-01,"Tayside","Carbamazepine",51.6203298336372,1
2023-02-01,"Tayside","Carbamazepine",48.4281892888414,2
2023-03-01,"Tayside","Carbamazepine",56.8073774771663,3
2023-04-01,"Tayside","Carbamazepine",50.4888863897435,4
2023-05-01,"Tayside","Carbamazepine",57.1623543020556,5
2023-06-01,"Tayside","Carbamazepine",55.2739643496911,6
2023-07-01,"Tayside","Carbamazepine",50.5023817748038,7
2023-08-01,"Tayside","Carbamazepine",54.2714500309269,8
2023-09-01,"Tayside","Carbamazepine",50.9300167889016,9
2023-10-01,"Tayside","Carbamazepine",49.1244065645409,10
2023-11-01,"Tayside","Carbamazepine",58.2349964253295,11
2023-12-01,"Tayside","Carbamazepine",52.3184750214882,12
2024-01-01,"Tayside","Carbamazepine",46.761268244877,1
2024-02-01,"Tayside","Carbamazepine",59.3763204189996,2
2024-03-01,"Tayside","Carbamazepine",59.7211757050937,3
2024-04-01,"Tayside","Carbamazepine",48.4773510487039,4
2024-05-01,"Tayside","Carbamazepine",57.3549045281837,5
2024-06-01,"Tayside","Carbamazepine",51.5162225774579,6
2024-07-01,"Tayside","Carbamazepine",49.9293098877794,7
2024-08-01,"Tayside","Carbamazepine",57.5081735442255,8
2024-09-01,"Tayside","Carbamazepine",55.078281266317,9
2024-10-01,"Tayside","Carbamazepine",56.1241736084892,10
2024-11-01,"Tayside","Carbamazepine",50.6096218882293,11
2024-12-01,"Tayside","Carbamazepine",55.994280527284,12
2019-01-01,"Western Isles","Carbamazepine",65.213064557285,1
2019-02-01,"Western Isles","Carbamazepine",53.2176575657055,2
2019-03-01,"Western Isles","Carbamazepine",63.5366164837969,3
2019-04-01,"Western Isles","Carbamazepine",70.6863995917326,4
2019-05-01,"Western Isles","Carbamazepine",58.2776218423067,5
2019-06-01,"Western Isles","Carbamazepine",69.9744832865527,6
2019-07-01,"Western Isles","Carbamazepine",62.1510589436081,7
2019-08-01,"Western Isles","Carbamazepine",66.0244960449094,8
2019-09-01,"Western Isles","Carbamazepine",66.68282725185,9
2019-10-01,"Western Isles","Carbamazepine",74.9655524368461,10
2019-11-01,"Western Isles","Carbamazepine",66.3460066343455,11
2019-12-01,"Western Isles","Carbamazepine",70.4414391426384,12
2020-01-01,"Western Isles","Carbamazepine",62.0209237050268,1
2020-02-01,"Western Isles","Carbamazepine",61.8609339117122,2
2020-03-01,"Western Isles","Carbamazepine",80.7603980607298,3
2020-04-01,"Western Isles","Carbamazepine",74.9578974228119,4
2020-05-01,"Western Isles","Carbamazepine",61.3319724419495,5
2020-06-01,"Western Isles","Carbamazepine",61.4238326103598,6
2020-07-01,"Western Isles","Carbamazepine",64.3403929573871,7
2020-08-01,"Western Isles","Carbamazepine",71.298800714468,8
2020-09-01,"Western Isles","Carbamazepine",67.2339882623118,9
2020-10-01,"Western Isles","Carbamazepine",73.9091605001276,10
2020-11-01,"Western Isles","Carbamazepine",62.9089053329931,11
2020-12-01,"Western Isles","Carbamazepine",78.7088542995662,12
2021-01-01,"Western Isles","Carbamazepine",63.9652972697117,1
2021-02-01,"Western Isles","Carbamazepine",56.7848941056392,2
2021-03-01,"Western Isles","Carbamazepine",70.6175044654249,3
2021-04-01,"Western Isles","Carbamazepine",67.2875733605512,4
2021-05-01,"Western Isles","Carbamazepine",63.2916560347027,5
2021-06-01,"Western Isles","Carbamazepine",77.2850216892064,6
2021-07-01,"Western Isles","Carbamazepine",68.5506506761929,7
2021-08-01,"Western Isles","Carbamazepine",66.5526920132687,8
2021-09-01,"Western Isles","Carbamazepine",73.847920387854,9
2021-10-01,"Western Isles","Carbamazepine",59.6937994386323,10
2021-11-01,"Western Isles","Carbamazepine",77.9586629242154,11
2021-12-01,"Western Isles","Carbamazepine",73.9015054860934,12
2022-01-01,"Western Isles","Carbamazepine",64.7307986731309,1
2022-02-01,"Western Isles","Carbamazepine",61.9596835927533,2
2022-03-01,"Western Isles","Carbamazepine",70.625159479459,3
2022-04-01,"Western Isles","Carbamazepine",62.7558050523093,4
2022-05-01,"Western Isles","Carbamazepine",71.7121714723144,5
2022-06-01,"Western Isles","Carbamazepine",60.635366164838,6
2022-07-01,"Western Isles","Carbamazepine",62.7175299821383,7
2022-08-01,"Western Isles","Carbamazepine",68.4281704516458,8
2022-09-01,"Western Isles","Carbamazepine",62.3271242663945,9
2022-10-01,"Western Isles","Carbamazepine",58.407757080888,10
2022-11-01,"Western Isles","Carbamazepine",70.7323296759377,11
2022-12-01,"Western Isles","Carbamazepine",67.3335034447563,12
2023-01-01,"Western Isles","Carbamazepine",63.7241643276346,1
2023-02-01,"Western Isles","Carbamazepine",53.9219188568512,2
2023-03-01,"Western Isles","Carbamazepine",71.4365909670834,3
2023-04-01,"Western Isles","Carbamazepine",47.468742026027,4
2023-05-01,"Western Isles","Carbamazepine",71.3906608828783,5
2023-06-01,"Western Isles","Carbamazepine",63.261035978566,6
2023-07-01,"Western Isles","Carbamazepine",64.3403929573871,7
2023-08-01,"Western Isles","Carbamazepine",54.587905077826,8
2023-09-01,"Western Isles","Carbamazepine",55.104618525134,9
2023-10-01,"Western Isles","Carbamazepine",48.3873437101301,10
2023-11-01,"Western Isles","Carbamazepine",65.1747894871141,11
2023-12-01,"Western Isles","Carbamazepine",64.2332227609084,12
2024-01-01,"Western Isles","Carbamazepine",44.1464659351875,1
2024-02-01,"Western Isles","Carbamazepine",70.1735136514417,2
2024-03-01,"Western Isles","Carbamazepine",59.8468997193161,3
2024-04-01,"Western Isles","Carbamazepine",51.8397550395509,4
2024-05-01,"Western Isles","Carbamazepine",56.1648379688696,5
2024-06-01,"Western Isles","Carbamazepine",48.8696095942843,6
2024-07-01,"Western Isles","Carbamazepine",59.1120183720337,7
2024-08-01,"Western Isles","Carbamazepine",48.8236795100791,8
2024-09-01,"Western Isles","Carbamazepine",54.7027302883389,9
2024-10-01,"Western Isles","Carbamazepine",45.1798928298035,10
2024-11-01,"Western Isles","Carbamazepine",51.6101046185251,11
2024-12-01,"Western Isles","Carbamazepine",53.3401377902526,12
2019-01-01,"Ayrshire and Arran","Ciprofloxacin",12.7117487891948,1
2019-02-01,"Ayrshire and Arran","Ciprofloxacin",11.0295823006435,2
2019-03-01,"Ayrshire and Arran","Ciprofloxacin",10.1250596875782,3
2019-04-01,"Ayrshire and Arran","Ciprofloxacin",9.67348052479593,4
2019-05-01,"Ayrshire and Arran","Ciprofloxacin",11.0938402419337,5
2019-06-01,"Ayrshire and Arran","Ciprofloxacin",9.88358079992724,6
2019-07-01,"Ayrshire and Arran","Ciprofloxacin",11.7083153323177,7
2019-08-01,"Ayrshire and Arran","Ciprofloxacin",11.4866186134291,8
2019-09-01,"Ayrshire and Arran","Ciprofloxacin",11.5521044134701,9
2019-10-01,"Ayrshire and Arran","Ciprofloxacin",11.6462402510289,10
2019-11-01,"Ayrshire and Arran","Ciprofloxacin",9.2792014370495,11
2019-12-01,"Ayrshire and Arran","Ciprofloxacin",11.1837467882398,12
2020-01-01,"Ayrshire and Arran","Ciprofloxacin",10.8058391505036,1
2020-02-01,"Ayrshire and Arran","Ciprofloxacin",9.9006343936879,2
2020-03-01,"Ayrshire and Arran","Ciprofloxacin",11.6328702335205,3
2020-04-01,"Ayrshire and Arran","Ciprofloxacin",10.177584756361,4
2020-05-01,"Ayrshire and Arran","Ciprofloxacin",10.6939675754337,5
2020-06-01,"Ayrshire and Arran","Ciprofloxacin",11.1714682007322,6
2020-07-01,"Ayrshire and Arran","Ciprofloxacin",10.8365356192728,7
2020-08-01,"Ayrshire and Arran","Ciprofloxacin",9.81741285613588,8
2020-09-01,"Ayrshire and Arran","Ciprofloxacin",10.8392641942745,9
2020-10-01,"Ayrshire and Arran","Ciprofloxacin",10.0902703563064,10
2020-11-01,"Ayrshire and Arran","Ciprofloxacin",13.1237636144524,11
2020-12-01,"Ayrshire and Arran","Ciprofloxacin",13.4501011846563,12
2021-01-01,"Ayrshire and Arran","Ciprofloxacin",11.2369540007731,1
2021-02-01,"Ayrshire and Arran","Ciprofloxacin",11.2465040132791,2
2021-03-01,"Ayrshire and Arran","Ciprofloxacin",11.561654425976,3
2021-04-01,"Ayrshire and Arran","Ciprofloxacin",10.5131994815707,4
2021-05-01,"Ayrshire and Arran","Ciprofloxacin",10.1018668000637,5
2021-06-01,"Ayrshire and Arran","Ciprofloxacin",9.47033811591896,6
2021-07-01,"Ayrshire and Arran","Ciprofloxacin",10.344027831465,7
2021-08-01,"Ayrshire and Arran","Ciprofloxacin",10.9218035880761,8
2021-09-01,"Ayrshire and Arran","Ciprofloxacin",10.7655926692285,9
2021-10-01,"Ayrshire and Arran","Ciprofloxacin",11.5443279747152,10
2021-11-01,"Ayrshire and Arran","Ciprofloxacin",11.9879942699925,11
2021-12-01,"Ayrshire and Arran","Ciprofloxacin",13.2827031083017,12
2022-01-01,"Ayrshire and Arran","Ciprofloxacin",11.2158075445099,1
2022-02-01,"Ayrshire and Arran","Ciprofloxacin",11.9013620136884,2
2022-03-01,"Ayrshire and Arran","Ciprofloxacin",13.2049387207531,3
2022-04-01,"Ayrshire and Arran","Ciprofloxacin",12.0050478637532,4
2022-05-01,"Ayrshire and Arran","Ciprofloxacin",13.1032993019396,5
2022-06-01,"Ayrshire and Arran","Ciprofloxacin",11.8238704836399,6
2022-07-01,"Ayrshire and Arran","Ciprofloxacin",11.451147138407,7
2022-08-01,"Ayrshire and Arran","Ciprofloxacin",11.9225084699516,8
2022-09-01,"Ayrshire and Arran","Ciprofloxacin",12.1275608813297,9
2022-10-01,"Ayrshire and Arran","Ciprofloxacin",12.5937379203711,10
2022-11-01,"Ayrshire and Arran","Ciprofloxacin",12.8938811705587,11
2022-12-01,"Ayrshire and Arran","Ciprofloxacin",13.1926601332454,12
2023-01-01,"Ayrshire and Arran","Ciprofloxacin",12.1148730075718,1
2023-02-01,"Ayrshire and Arran","Ciprofloxacin",12.3201982764501,2
2023-03-01,"Ayrshire and Arran","Ciprofloxacin",14.3181973214489,3
2023-04-01,"Ayrshire and Arran","Ciprofloxacin",11.6714795697947,4
2023-05-01,"Ayrshire and Arran","Ciprofloxacin",11.3576934445986,5
2023-06-01,"Ayrshire and Arran","Ciprofloxacin",12.0582550762864,6
2023-07-01,"Ayrshire and Arran","Ciprofloxacin",11.5582437072239,7
2023-08-01,"Ayrshire and Arran","Ciprofloxacin",12.2021874076264,8
2023-09-01,"Ayrshire and Arran","Ciprofloxacin",12.0773551012983,9
2023-10-01,"Ayrshire and Arran","Ciprofloxacin",12.372723345233,10
2023-11-01,"Ayrshire and Arran","Ciprofloxacin",12.5848700516155,11
2023-12-01,"Ayrshire and Arran","Ciprofloxacin",10.9756929443598,12
2024-01-01,"Ayrshire and Arran","Ciprofloxacin",10.7464926442166,1
2024-02-01,"Ayrshire and Arran","Ciprofloxacin",9.68507696855317,2
2024-03-01,"Ayrshire and Arran","Ciprofloxacin",10.2867277564292,3
2024-04-01,"Ayrshire and Arran","Ciprofloxacin",8.0697605675436,4
2024-05-01,"Ayrshire and Arran","Ciprofloxacin",8.96950817435594,5
2024-06-01,"Ayrshire and Arran","Ciprofloxacin",9.61004115600628,6
2024-07-01,"Ayrshire and Arran","Ciprofloxacin",9.61140544350713,7
2024-08-01,"Ayrshire and Arran","Ciprofloxacin",9.63186975601992,8
2024-09-01,"Ayrshire and Arran","Ciprofloxacin",8.30510016144069,9
2024-10-01,"Ayrshire and Arran","Ciprofloxacin",9.38302371586439,10
2024-11-01,"Ayrshire and Arran","Ciprofloxacin",7.42649901089156,11
2024-12-01,"Ayrshire and Arran","Ciprofloxacin",7.39784897337366,12
2019-01-01,"Borders","Ciprofloxacin",12.6657436878238,1
2019-02-01,"Borders","Ciprofloxacin",12.3724362359591,2
2019-03-01,"Borders","Ciprofloxacin",9.84399754506658,3
2019-04-01,"Borders","Ciprofloxacin",9.92963475728987,4
2019-05-01,"Borders","Ciprofloxacin",11.5588827198379,5
2019-06-01,"Borders","Ciprofloxacin",9.98958080584617,6
2019-07-01,"Borders","Ciprofloxacin",12.8049041576867,7
2019-08-01,"Borders","Ciprofloxacin",10.1737008121262,8
2019-09-01,"Borders","Ciprofloxacin",11.3169575953071,9
2019-10-01,"Borders","Ciprofloxacin",12.2482622782353,10
2019-11-01,"Borders","Ciprofloxacin",9.72838730856515,11
2019-12-01,"Borders","Ciprofloxacin",11.7943850534519,12
2020-01-01,"Borders","Ciprofloxacin",11.327662246835,1
2020-02-01,"Borders","Ciprofloxacin",11.1970654981945,2
2020-03-01,"Borders","Ciprofloxacin",12.1347929720394,3
2020-04-01,"Borders","Ciprofloxacin",12.9320754178382,4
2020-05-01,"Borders","Ciprofloxacin",10.0152719695132,5
2020-06-01,"Borders","Ciprofloxacin",11.8393445898691,6
2020-07-01,"Borders","Ciprofloxacin",10.29787476985,7
2020-08-01,"Borders","Ciprofloxacin",9.77976963589912,8
2020-09-01,"Borders","Ciprofloxacin",10.0216947604299,9
2020-10-01,"Borders","Ciprofloxacin",9.1117993805575,10
2020-11-01,"Borders","Ciprofloxacin",10.6083096641594,11
2020-12-01,"Borders","Ciprofloxacin",13.8753693104777,12
2021-01-01,"Borders","Ciprofloxacin",10.9465766524414,1
2021-02-01,"Borders","Ciprofloxacin",10.1137547635699,2
2021-03-01,"Borders","Ciprofloxacin",12.0277464567603,3
2021-04-01,"Borders","Ciprofloxacin",8.89342448938812,4
2021-05-01,"Borders","Ciprofloxacin",8.15094985941224,5
2021-06-01,"Borders","Ciprofloxacin",10.0067082482908,6
2021-07-01,"Borders","Ciprofloxacin",12.6871529908796,7
2021-08-01,"Borders","Ciprofloxacin",10.9401538615246,8
2021-09-01,"Borders","Ciprofloxacin",11.1949245678889,9
2021-10-01,"Borders","Ciprofloxacin",10.1137547635699,10
2021-11-01,"Borders","Ciprofloxacin",13.6077530222799,11
2021-12-01,"Borders","Ciprofloxacin",12.5801064756005,12
2022-01-01,"Borders","Ciprofloxacin",9.78833335712145,1
2022-02-01,"Borders","Ciprofloxacin",11.9720822688152,2
2022-03-01,"Borders","Ciprofloxacin",12.512024891883,3
2022-04-01,"Borders","Ciprofloxacin",12.1198064599004,4
2022-05-01,"Borders","Ciprofloxacin",12.2932218146525,5
2022-06-01,"Borders","Ciprofloxacin",12.9911650942723,6
2022-07-01,"Borders","Ciprofloxacin",11.5867148138104,7
2022-08-01,"Borders","Ciprofloxacin",13.9160469862838,8
2022-09-01,"Borders","Ciprofloxacin",13.2223855672752,9
2022-10-01,"Borders","Ciprofloxacin",10.6918059460771,10
2022-11-01,"Borders","Ciprofloxacin",12.2418394873186,11
2022-12-01,"Borders","Ciprofloxacin",12.8412999728815,12
2023-01-01,"Borders","Ciprofloxacin",12.1433566932618,1
2023-02-01,"Borders","Ciprofloxacin",10.1201775544867,2
2023-03-01,"Borders","Ciprofloxacin",12.618643221101,3
2023-04-01,"Borders","Ciprofloxacin",12.3446041419865,4
2023-05-01,"Borders","Ciprofloxacin",9.47490116038423,5
2023-06-01,"Borders","Ciprofloxacin",10.8609394402181,6
2023-07-01,"Borders","Ciprofloxacin",8.07130725204459,7
2023-08-01,"Borders","Ciprofloxacin",11.1028645647489,8
2023-09-01,"Borders","Ciprofloxacin",10.5034040791859,9
2023-10-01,"Borders","Ciprofloxacin",10.684098596977,10
2023-11-01,"Borders","Ciprofloxacin",10.9572813039693,11
2023-12-01,"Borders","Ciprofloxacin",10.4862766367412,12
2024-01-01,"Borders","Ciprofloxacin",8.31109144626978,1
2024-02-01,"Borders","Ciprofloxacin",6.56837417752594,2
2024-03-01,"Borders","Ciprofloxacin",7.94285143370966,3
2024-04-01,"Borders","Ciprofloxacin",7.09504303269914,4
2024-05-01,"Borders","Ciprofloxacin",9.56567660534091,5
2024-06-01,"Borders","Ciprofloxacin",8.09271655510041,6
2024-07-01,"Borders","Ciprofloxacin",7.44829653312019,7
2024-08-01,"Borders","Ciprofloxacin",8.06274353082226,8
2024-09-01,"Borders","Ciprofloxacin",7.91716027004268,9
2024-10-01,"Borders","Ciprofloxacin",9.58280404778556,10
2024-11-01,"Borders","Ciprofloxacin",7.81011375476357,11
2024-12-01,"Borders","Ciprofloxacin",7.95141515493199,12
2019-01-01,"Dumfries and Galloway","Ciprofloxacin",15.1938585784845,1
2019-02-01,"Dumfries and Galloway","Ciprofloxacin",13.5283516032258,2
2019-03-01,"Dumfries and Galloway","Ciprofloxacin",16.1167828259208,3
2019-04-01,"Dumfries and Galloway","Ciprofloxacin",15.0939350040494,4
2019-05-01,"Dumfries and Galloway","Ciprofloxacin",12.6971380336957,5
2019-06-01,"Dumfries and Galloway","Ciprofloxacin",13.222763411546,6
2019-07-01,"Dumfries and Galloway","Ciprofloxacin",14.3369797073015,7
2019-08-01,"Dumfries and Galloway","Ciprofloxacin",12.3744396409139,8
2019-09-01,"Dumfries and Galloway","Ciprofloxacin",13.313447477386,9
2019-10-01,"Dumfries and Galloway","Ciprofloxacin",13.1064140440531,10
2019-11-01,"Dumfries and Galloway","Ciprofloxacin",12.0784331618511,11
2019-12-01,"Dumfries and Galloway","Ciprofloxacin",14.3879681065851,12
2020-01-01,"Dumfries and Galloway","Ciprofloxacin",14.1758016129216,1
2020-02-01,"Dumfries and Galloway","Ciprofloxacin",13.0982011475242,2
2020-03-01,"Dumfries and Galloway","Ciprofloxacin",14.4632529914335,3
2020-04-01,"Dumfries and Galloway","Ciprofloxacin",13.6094539564488,4
2020-05-01,"Dumfries and Galloway","Ciprofloxacin",11.707484001962,5
2020-06-01,"Dumfries and Galloway","Ciprofloxacin",12.3142117330352,6
2020-07-01,"Dumfries and Galloway","Ciprofloxacin",13.0944369032817,7
2020-08-01,"Dumfries and Galloway","Ciprofloxacin",10.8444454583823,8
2020-09-01,"Dumfries and Galloway","Ciprofloxacin",14.6514652035544,9
2020-10-01,"Dumfries and Galloway","Ciprofloxacin",10.6288569244984,10
2020-11-01,"Dumfries and Galloway","Ciprofloxacin",14.6004768042707,11
2020-12-01,"Dumfries and Galloway","Ciprofloxacin",16.3556412333033,12
2021-01-01,"Dumfries and Galloway","Ciprofloxacin",13.6231421173304,1
2021-02-01,"Dumfries and Galloway","Ciprofloxacin",12.8394949068635,2
2021-03-01,"Dumfries and Galloway","Ciprofloxacin",14.0577412253185,3
2021-04-01,"Dumfries and Galloway","Ciprofloxacin",13.9037494154015,4
2021-05-01,"Dumfries and Galloway","Ciprofloxacin",13.150900566918,5
2021-06-01,"Dumfries and Galloway","Ciprofloxacin",14.1244710096159,6
2021-07-01,"Dumfries and Galloway","Ciprofloxacin",14.1405545986517,7
